,Unnamed: 0,Unnamed: 0.1,2022-03-31 00:00:00,2021-12-31 00:00:00,2021-09-30 00:00:00,2021-06-30 00:00:00,2021-03-31 00:00:00,2020-12-31 00:00:00,2020-09-30 00:00:00,2020-06-30 00:00:00,2020-03-31 00:00:00,2019-12-31 00:00:00,2019-09-30 00:00:00,2019-06-30 00:00:00,2019-03-31 00:00:00,2018-12-31 00:00:00,2018-09-30 00:00:00,2018-06-30 00:00:00,2018-03-31 00:00:00,2017-12-31 00:00:00,2017-09-30 00:00:00,2017-06-30 00:00:00,2017-03-31 00:00:00,2016-12-31 00:00:00,2016-09-30 00:00:00,2016-06-30 00:00:00,2016-03-31 00:00:00,2015-12-31 00:00:00,2015-09-30 00:00:00,2015-06-30 00:00:00,2015-03-31 00:00:00,2014-12-31 00:00:00,2014-09-30 00:00:00,2014-06-30 00:00:00,2014-03-31 00:00:00,2013-12-31 00:00:00,2013-09-30 00:00:00,2013-06-30 00:00:00,2013-03-31 00:00:00,2012-12-31 00:00:00,2012-09-30 00:00:00
0,0,Revenue,6211000000.0,6830000000.0,6711000000.0,6544000000.0,5902000000.0,6634000000.0,6423000000.0,6206000000.0,6161000000.0,6197000000.0,5737000000.0,5871000000.0,5557000000.0,6230000000.0,5904000000.0,6059000000.0,5554000000.0,5802000000.0,5773000000.0,5810000000.0,5464000000.0,5965000000.0,5811000000.0,5688000000.0,5527000000.0,5536000000.0,5723000000.0,5370000000.0,5033000000.0,5331000000.0,5031000000.0,5180000000.0,4521000000.0,5011000000.0,4748000000.0,4679000000.0,4238000000.0,4421000000.0,4319000000.0
1,1,Revenue Growth,0.0524,0.0295,0.0448,0.0545,-0.042,0.0705,0.1196,0.0571,0.1087,-0.0053,-0.0283,-0.031,0.0005,0.0738,0.0227,0.0429,0.0165,-0.0273,-0.0065,0.0214,-0.0114,0.0775,0.0154,0.0592,0.0982,0.0385,0.1375,0.0367,0.1132,0.0639,0.0596,0.1071,0.0668,0.1335,0.0993,0.0451,0.0469,0.1128,0.0951
2,2,Cost of Revenue,1561000000.0,1718000000.0,1609000000.0,1637000000.0,1490000000.0,1597000000.0,1561000000.0,1488000000.0,1513000000.0,1253000000.0,1036000000.0,1012000000.0,1055000000.0,1096000000.0,1037000000.0,1024000000.0,944000000.0,1059000000.0,990000000.0,1024000000.0,996000000.0,1067000000.0,1027000000.0,1050000000.0,1018000000.0,1071000000.0,1034000000.0,1089000000.0,1033000000.0,1183000000.0,1068000000.0,1081000000.0,1090000000.0,1029000000.0,788000000.0,785000000.0,744000000.0,922000000.0,775000000.0
3,3,Gross Profit,4650000000.0,5112000000.0,5102000000.0,4907000000.0,4412000000.0,5037000000.0,4862000000.0,4718000000.0,4648000000.0,4944000000.0,4701000000.0,4859000000.0,4502000000.0,5134000000.0,4867000000.0,5035000000.0,4610000000.0,4743000000.0,4783000000.0,4786000000.0,4468000000.0,4898000000.0,4784000000.0,4638000000.0,4509000000.0,4465000000.0,4689000000.0,4281000000.0,4000000000.0,4148000000.0,3963000000.0,4099000000.0,3431000000.0,3982000000.0,3960000000.0,3894000000.0,3494000000.0,3499000000.0,3544000000.0
4,4,R&D Expenses,959000000.0,1348000000.0,1422000000.0,1082000000.0,967000000.0,1229000000.0,1062000000.0,964000000.0,952000000.0,1312000000.0,1001000000.0,924000000.0,879000000.0,1182000000.0,926000000.0,869000000.0,760000000.0,1043000000.0,877000000.0,873000000.0,769000000.0,1078000000.0,990000000.0,900000000.0,872000000.0,1093000000.0,1119000000.0,964000000.0,894000000.0,1234000000.0,1018000000.0,1018000000.0,1027000000.0,1249000000.0,989000000.0,967000000.0,878000000.0,938000000.0,880000000.0
5,5,SG&A Expenses,1228000000.0,1425000000.0,1305000000.0,1384000000.0,1254000000.0,1773000000.0,1346000000.0,1295000000.0,1316000000.0,1513000000.0,1223000000.0,1260000000.0,1154000000.0,1559000000.0,1293000000.0,1353000000.0,1127000000.0,1427000000.0,1170000000.0,1209000000.0,1064000000.0,1323000000.0,1244000000.0,1292000000.0,1203000000.0,1416000000.0,1244000000.0,1160000000.0,1026000000.0,1327000000.0,1213000000.0,1136000000.0,1023000000.0,1521000000.0,1249000000.0,1256000000.0,1158000000.0,1373000000.0,1131000000.0
6,6,Operating Income,2500000000.0,2304000000.0,2378000000.0,828000000.0,2129000000.0,2008000000.0,2453000000.0,2323000000.0,2355000000.0,2048000000.0,2476000000.0,2678000000.0,2472000000.0,2382000000.0,2323000000.0,2832000000.0,2726000000.0,2245000000.0,2439000000.0,2698000000.0,2591000000.0,2485000000.0,2527000000.0,2380000000.0,2402000000.0,2033000000.0,2339000000.0,2076000000.0,2022000000.0,1459000000.0,1466000000.0,1902000000.0,1364000000.0,1187000000.0,1688000000.0,1550000000.0,1442000000.0,1088000000.0,1423000000.0
7,7,Interest Expense (Operating),317000000.0,357000000.0,319000000.0,302000000.0,308000000.0,387000000.0,324000000.0,319000000.0,383000000.0,301000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,Non-operating Interest Expenses,295000000.0,335000000.0,296000000.0,281000000.0,285000000.0,318000000.0,302000000.0,296000000.0,346000000.0,301000000.0,313000000.0,332000000.0,343000000.0,352000000.0,355000000.0,347000000.0,338000000.0,332000000.0,325000000.0,321000000.0,326000000.0,328000000.0,325000000.0,313000000.0,294000000.0,284000000.0,282000000.0,277000000.0,252000000.0,261000000.0,269000000.0,282000000.0,259000000.0,261000000.0,257000000.0,241000000.0,263000000.0,291000000.0,271000000.0
9,9,Non-operating Income/Expense,-525000000.0,156000000.0,45000000.0,1477000000.0,-11000000.0,-131000000.0,-247000000.0,-293000000.0,-335000000.0,-65000000.0,-199000000.0,-114000000.0,-158000000.0,-197000000.0,-229000000.0,-185000000.0,-107000000.0,-31000000.0,-58000000.0,-156000000.0,-131000000.0,-202000000.0,-109000000.0,-176000000.0,-144000000.0,-120000000.0,-147000000.0,-79000000.0,-146000000.0,-173000000.0,-129000000.0,-144000000.0,-160000000.0,-173000000.0,-185000000.0,-145000000.0,-99000000.0,-165000000.0,-160000000.0
10,10,EBT,1675000000.0,2131000000.0,2155000000.0,558000000.0,1857000000.0,1877000000.0,2206000000.0,2030000000.0,2020000000.0,1983000000.0,2277000000.0,2564000000.0,2314000000.0,2185000000.0,2094000000.0,2647000000.0,2619000000.0,2214000000.0,2381000000.0,2542000000.0,2460000000.0,2283000000.0,2418000000.0,2204000000.0,2258000000.0,1913000000.0,2192000000.0,1997000000.0,1876000000.0,1286000000.0,1337000000.0,1758000000.0,1204000000.0,1014000000.0,1503000000.0,1405000000.0,1343000000.0,923000000.0,1263000000.0
11,11,Income Tax Provision,199000000.0,232000000.0,271000000.0,94000000.0,211000000.0,262000000.0,185000000.0,227000000.0,195000000.0,280000000.0,309000000.0,385000000.0,322000000.0,257000000.0,235000000.0,351000000.0,308000000.0,6478000000.0,360000000.0,391000000.0,389000000.0,348000000.0,401000000.0,334000000.0,358000000.0,113000000.0,329000000.0,344000000.0,253000000.0,-8000000.0,93000000.0,211000000.0,131000000.0,-7000000.0,135000000.0,147000000.0,-91000000.0,135000000.0,156000000.0
12,12,Income after Tax,1476000000.0,1899000000.0,1884000000.0,464000000.0,1646000000.0,1615000000.0,2021000000.0,1803000000.0,1825000000.0,1703000000.0,1968000000.0,2179000000.0,1992000000.0,1928000000.0,1859000000.0,2296000000.0,2311000000.0,-4264000000.0,2021000000.0,2151000000.0,2071000000.0,1935000000.0,2017000000.0,1870000000.0,1900000000.0,1800000000.0,1863000000.0,1653000000.0,1623000000.0,1294000000.0,1244000000.0,1547000000.0,1073000000.0,1021000000.0,1368000000.0,1258000000.0,1434000000.0,788000000.0,1107000000.0
13,13,Net Income Common,1476000000.0,1899000000.0,1884000000.0,464000000.0,1646000000.0,1615000000.0,2021000000.0,1803000000.0,1825000000.0,1703000000.0,1968000000.0,2179000000.0,1992000000.0,1928000000.0,1859000000.0,2296000000.0,2311000000.0,-4264000000.0,2021000000.0,2151000000.0,2071000000.0,1935000000.0,2017000000.0,1870000000.0,1900000000.0,1800000000.0,1863000000.0,1653000000.0,1623000000.0,1294000000.0,1244000000.0,1547000000.0,1073000000.0,1021000000.0,1368000000.0,1258000000.0,1434000000.0,788000000.0,1107000000.0
14,14,EPS (Basic),2.68,3.36,3.31,0.81,2.83,2.78,3.45,3.07,3.09,2.87,3.29,3.59,3.2,3.04,2.88,3.5,3.27,-5.89,2.78,2.93,2.81,2.61,2.7,2.49,2.52,2.39,2.46,2.18,2.13,1.7,1.63,2.04,1.42,1.35,1.81,1.67,1.91,1.03,1.44
15,15,EPS (Diluted),2.68,3.36,3.31,0.81,2.83,2.76,3.43,3.05,3.07,2.85,3.27,3.57,3.18,3.01,2.86,3.48,3.25,-5.89,2.76,2.91,2.79,2.59,2.68,2.47,2.5,2.37,2.44,2.15,2.11,1.68,1.61,2.01,1.4,1.33,1.79,1.65,1.88,1.01,1.41
16,16,"Shares (Basic, Weighted)",548000000.0,562000000.0,567000000.0,573000000.0,577000000.0,586000000.0,585000000.0,588000000.0,590000000.0,605000000.0,599000000.0,607000000.0,622000000.0,661000000.0,645000000.0,656000000.0,707000000.0,731000000.0,728000000.0,734000000.0,737000000.0,748000000.0,747000000.0,751000000.0,753000000.0,758000000.0,757000000.0,760000000.0,761000000.0,759000000.0,761000000.0,759000000.0,757000000.0,753000000.0,754000000.0,752000000.0,751000000.0,775000000.0,771000000.0
17,17,"Shares (Diluted, Weighted)",551000000.0,565000000.0,570000000.0,576000000.0,581000000.0,590000000.0,589000000.0,592000000.0,594000000.0,609000000.0,602000000.0,610000000.0,626000000.0,665000000.0,649000000.0,660000000.0,711000000.0,735000000.0,733000000.0,738000000.0,741000000.0,754000000.0,753000000.0,756000000.0,760000000.0,766000000.0,764000000.0,768000000.0,770000000.0,770000000.0,771000000.0,768000000.0,768000000.0,765000000.0,766000000.0,764000000.0,764000000.0,787000000.0,783000000.0
18,18,Gross Margin,0.7487,0.7485,0.7602,0.7498,0.7475,0.7593,0.757,0.7602,0.7544,0.7978,0.8194,0.8276,0.8101,0.8241,0.8244,0.831,0.83,0.8175,0.8285,0.8238,0.8177,0.8211,0.8233,0.8154,0.8158,0.8065,0.8193,0.7972,0.7948,0.7781,0.7877,0.7913,0.7589,0.7947,0.834,0.8322,0.8244,0.7914,0.8206
19,19,EBIT Margin,0.4025,0.3373,0.3543,0.1265,0.3607,0.3027,0.3819,0.3743,0.3822,0.3305,0.4316,0.4561,0.4448,0.3823,0.3935,0.4674,0.4908,0.3869,0.4225,0.4644,0.4742,0.4166,0.4349,0.4184,0.4346,0.3672,0.4087,0.3866,0.4017,0.2737,0.2914,0.3672,0.3017,0.2369,0.3555,0.3313,0.3403,0.2461,0.3295
20,20,EBT margin,0.2697,0.312,0.3211,0.0853,0.3146,0.2829,0.3435,0.3271,0.3279,0.32,0.3969,0.4367,0.4164,0.3507,0.3547,0.4369,0.4716,0.3816,0.4124,0.4375,0.4502,0.3827,0.4161,0.3875,0.4085,0.3456,0.383,0.3719,0.3727,0.2412,0.2658,0.3394,0.2663,0.2024,0.3166,0.3003,0.3169,0.2088,0.2924
21,21,Net Profit Margin,0.2376,0.278,0.2807,0.0709,0.2789,0.2434,0.3147,0.2905,0.2962,0.2748,0.343,0.3711,0.3585,0.3095,0.3149,0.3789,0.4161,-0.7349,0.3501,0.3702,0.379,0.3244,0.3471,0.3288,0.3438,0.3251,0.3255,0.3078,0.3225,0.2427,0.2473,0.2986,0.2373,0.2038,0.2881,0.2689,0.3384,0.1782,0.2563
22,22,EBITDA,3314000000.0,3140000000.0,3233000000.0,3206000000.0,2971000000.0,2881000000.0,3354000000.0,3253000000.0,3252000000.0,2750000000.0,2984000000.0,3179000000.0,2967000000.0,2872000000.0,2824000000.0,3316000000.0,3197000000.0,2694000000.0,2903000000.0,3216000000.0,3115000000.0,3044000000.0,3030000000.0,2902000000.0,2923000000.0,2575000000.0,2862000000.0,2595000000.0,2546000000.0,1984000000.0,2009000000.0,2408000000.0,1882000000.0,1631000000.0,1976000000.0,1827000000.0,1719000000.0,1361000000.0,1710000000.0
23,23,EBIT,2500000000.0,2304000000.0,2378000000.0,828000000.0,2129000000.0,2008000000.0,2453000000.0,2323000000.0,2355000000.0,2048000000.0,2476000000.0,2678000000.0,2472000000.0,2382000000.0,2323000000.0,2832000000.0,2726000000.0,2245000000.0,2439000000.0,2698000000.0,2591000000.0,2485000000.0,2527000000.0,2380000000.0,2402000000.0,2033000000.0,2339000000.0,2076000000.0,2022000000.0,1459000000.0,1466000000.0,1902000000.0,1364000000.0,1187000000.0,1688000000.0,1550000000.0,1442000000.0,1088000000.0,1423000000.0
24,24,Income from Continuous Operations,1476000000.0,1899000000.0,1884000000.0,464000000.0,1646000000.0,1615000000.0,2021000000.0,1803000000.0,1825000000.0,1703000000.0,1968000000.0,2179000000.0,1992000000.0,1928000000.0,1859000000.0,2296000000.0,2311000000.0,-4264000000.0,2021000000.0,2151000000.0,2071000000.0,1935000000.0,2017000000.0,1870000000.0,1900000000.0,1800000000.0,1863000000.0,1653000000.0,1623000000.0,1294000000.0,1244000000.0,1547000000.0,1073000000.0,1021000000.0,1368000000.0,1258000000.0,1434000000.0,788000000.0,1107000000.0
25,25,Consolidated Net Income/Loss,1476000000.0,1899000000.0,1884000000.0,464000000.0,1646000000.0,1615000000.0,2021000000.0,1803000000.0,1825000000.0,1703000000.0,1968000000.0,2179000000.0,1992000000.0,1928000000.0,1859000000.0,2296000000.0,2311000000.0,-4264000000.0,2021000000.0,2151000000.0,2071000000.0,1935000000.0,2017000000.0,1870000000.0,1900000000.0,1800000000.0,1863000000.0,1653000000.0,1623000000.0,1294000000.0,1244000000.0,1547000000.0,1073000000.0,1021000000.0,1368000000.0,1258000000.0,1434000000.0,788000000.0,1107000000.0
26,26,"EPS (Basic, from Continuous Ops)",2.6934,3.3534,3.3228,0.8098,2.8527,2.7817,3.4547,3.0663,3.0932,2.8842,3.2855,3.5898,3.2026,3.048,2.8822,3.5,3.2687,-5.8094,2.7761,2.9305,2.81,2.6101,2.7001,2.49,2.5232,2.3856,2.461,2.175,2.1327,1.7054,1.6347,2.0382,1.4174,1.351,1.8143,1.6729,1.9095,1.0424,1.4358
27,27,"EPS (Diluted, from Cont. Ops)",2.6788,3.3406,3.3053,0.8056,2.833,2.7626,3.4312,3.0456,3.0724,2.8535,3.2691,3.5721,3.1821,3.029,2.8644,3.4788,3.2504,-5.7742,2.7572,2.9146,2.7949,2.5892,2.6786,2.4735,2.5,2.3601,2.4385,2.1523,2.1078,1.6738,1.6135,2.0143,1.3971,1.3324,1.7859,1.6466,1.877,1.0144,1.4138
28,28,"EPS (Basic, Consolidated)",2.6934,3.3534,3.3228,0.8098,2.8527,2.7817,3.4547,3.0663,3.0932,2.8842,3.2855,3.5898,3.2026,3.048,2.8822,3.5,3.2687,-5.8094,2.7761,2.9305,2.81,2.6101,2.7001,2.49,2.5232,2.3856,2.461,2.175,2.1327,1.7054,1.6347,2.0382,1.4174,1.351,1.8143,1.6729,1.9095,1.0424,1.4358
29,29,"EPS (Diluted, Consolidated)",2.6788,3.3406,3.3053,0.8056,2.833,2.7626,3.4312,3.0456,3.0724,2.8535,3.2691,3.5721,3.1821,3.029,2.8644,3.4788,3.2504,-5.7742,2.7572,2.9146,2.7949,2.5892,2.6786,2.4735,2.5,2.3601,2.4385,2.1523,2.1078,1.6738,1.6135,2.0143,1.3971,1.3324,1.7859,1.6466,1.877,1.0144,1.4138
30,30,"Shares (Diluted, Average)",551000000.0,565000000.0,570000000.0,576000000.0,581000000.0,585000000.0,589000000.0,592000000.0,594000000.0,598000000.0,602000000.0,610000000.0,626000000.0,640000000.0,649000000.0,660000000.0,711000000.0,724000000.0,733000000.0,738000000.0,741000000.0,748000000.0,753000000.0,756000000.0,760000000.0,761000000.0,764000000.0,768000000.0,770000000.0,772000000.0,771000000.0,768000000.0,768000000.0,766000000.0,766000000.0,764000000.0,764000000.0,778000000.0,783000000.0
31,31,EBITDA Margin,0.5336,0.4597,0.4817,0.4899,0.5034,0.4343,0.5222,0.5242,0.5278,0.4438,0.5201,0.5415,0.5339,0.461,0.4783,0.5473,0.5756,0.4643,0.5029,0.5535,0.5701,0.5103,0.5214,0.5102,0.5289,0.4651,0.5001,0.4832,0.5059,0.3722,0.3993,0.4649,0.4163,0.3255,0.4162,0.3905,0.4056,0.3078,0.3959
32,32,Operating Cash Flow Margin,0.3484,0.4111,0.3603,0.2951,0.3565,0.3245,0.5244,0.4579,0.3464,0.4057,0.5886,0.2408,0.332,0.5127,0.5544,0.3469,0.491,0.5191,0.5983,0.4003,0.4365,0.5197,0.4581,0.4706,0.3465,0.3745,0.5053,0.6115,0.2945,0.5331,0.5448,0.4299,0.2526,0.3662,0.3806,0.342,0.2475,0.1837,0.3989
