,Unnamed: 0,Unnamed: 0.1,2022-06-30 00:00:00,2022-03-31 00:00:00,2021-12-31 00:00:00,2021-09-30 00:00:00,2021-06-30 00:00:00,2021-03-31 00:00:00,2020-12-31 00:00:00,2020-09-30 00:00:00,2020-06-30 00:00:00,2020-03-31 00:00:00,2019-12-31 00:00:00,2019-09-30 00:00:00,2019-06-30 00:00:00,2019-03-31 00:00:00,2018-12-31 00:00:00,2018-09-30 00:00:00,2018-06-30 00:00:00,2017-12-31 00:00:00,2016-12-31 00:00:00
0,0,Revenue,15664000000.0,15264000000.0,14364000000.0,14837000000.0,13885000000.0,11882000000.0,10706000000.0,9712000000.0,8354000000.0,9770000000.0,10204000000.0,10764000000.0,11014000000.0,10969000000.0,,12634000000.0,12789000000.0,,
1,1,Revenue Growth,0.1281,0.2846,0.3417,0.5277,0.6621,0.2162,0.0492,-0.0977,-0.2415,-0.1093,-0.1923,-0.1583,0.3184,0.1227,,0.2381,0.1881,,
2,2,Cost of Revenue,12899000000.0,12431000000.0,11896000000.0,11717000000.0,10829000000.0,10138000000.0,9135000000.0,8371000000.0,7610000000.0,8230000000.0,8718000000.0,9377000000.0,9420000000.0,9142000000.0,,10456000000.0,10540000000.0,,
3,3,Gross Profit,2765000000.0,2833000000.0,2468000000.0,3120000000.0,3056000000.0,1744000000.0,1571000000.0,1341000000.0,744000000.0,1540000000.0,1486000000.0,1387000000.0,1594000000.0,1827000000.0,,2178000000.0,2249000000.0,,
4,4,R&D Expenses,217000000.0,218000000.0,225000000.0,210000000.0,228000000.0,194000000.0,214000000.0,193000000.0,182000000.0,179000000.0,173000000.0,194000000.0,208000000.0,190000000.0,,193000000.0,221000000.0,,
5,5,SG&A Expenses,435000000.0,498000000.0,436000000.0,403000000.0,440000000.0,366000000.0,408000000.0,372000000.0,357000000.0,334000000.0,332000000.0,388000000.0,422000000.0,448000000.0,,409000000.0,485000000.0,,
6,6,Operating Income,2028000000.0,1872000000.0,1854000000.0,2513000000.0,2355000000.0,1159000000.0,794000000.0,-4000000.0,53000000.0,766000000.0,-2068000000.0,394000000.0,447000000.0,465000000.0,,1098000000.0,1123000000.0,,
7,7,Interest Expense (Operating),,163000000.0,165000000.0,174000000.0,184000000.0,166000000.0,248000000.0,199000000.0,199000000.0,233000000.0,222000000.0,,,,,,,,
8,8,Non-operating Interest Expenses,165000000.0,28000000.0,20000000.0,14000000.0,13000000.0,8000000.0,210000000.0,202000000.0,200000000.0,215000000.0,222000000.0,233000000.0,237000000.0,241000000.0,,258000000.0,261000000.0,,
9,9,Non-operating Income/Expense,141000000.0,519000000.0,168000000.0,758000000.0,251000000.0,369000000.0,1022000000.0,46000000.0,-236000000.0,-370000000.0,-128000000.0,43000000.0,-232000000.0,-168000000.0,,-104000000.0,-64000000.0,,
10,10,EBT,2169000000.0,2055000000.0,2118000000.0,2248000000.0,2456000000.0,1323000000.0,1816000000.0,42000000.0,-183000000.0,396000000.0,-2196000000.0,437000000.0,215000000.0,297000000.0,,994000000.0,1059000000.0,,
11,11,Income Tax Provision,488000000.0,503000000.0,357000000.0,542000000.0,524000000.0,317000000.0,562000000.0,43000000.0,34000000.0,138000000.0,114000000.0,90000000.0,125000000.0,141000000.0,,280000000.0,249000000.0,,
12,12,Income after Tax,1681000000.0,1552000000.0,1761000000.0,1706000000.0,1932000000.0,1006000000.0,1254000000.0,-1000000.0,-217000000.0,258000000.0,-2310000000.0,347000000.0,90000000.0,156000000.0,,714000000.0,810000000.0,,
13,13,Non-Controlling Interest,20000000.0,-17000000.0,25000000.0,23000000.0,31000000.0,15000000.0,18000000.0,24000000.0,8000000.0,19000000.0,13000000.0,14000000.0,15000000.0,45000000.0,,36000000.0,31000000.0,,
14,14,Net Income Common,1661000000.0,1561000000.0,1727000000.0,1675000000.0,1891000000.0,986000000.0,1236000000.0,-25000000.0,-225000000.0,239000000.0,-2323000000.0,333000000.0,75000000.0,556000000.0,,1013000000.0,1333000000.0,,
15,15,EPS (Basic),2.28,2.11,2.32,2.23,2.51,1.32,1.66,-0.04,-0.31,0.32,-3.14,0.45,0.1,0.74,,,,,
16,16,EPS (Diluted),2.26,2.11,2.32,2.23,2.51,1.32,1.65,-0.04,-0.31,0.32,-3.14,0.45,0.1,0.74,,,,,
17,17,"Shares (Basic, Weighted)",725700000.0,735000000.0,738000000.0,745000000.0,747000000.0,745000000.0,740500000.0,740500000.0,739300000.0,740200000.0,742500000.0,739800000.0,742800000.0,747200000.0,,747200000.0,747200000.0,,
18,18,"Shares (Diluted, Weighted)",731500000.0,740000000.0,743000000.0,750000000.0,753000000.0,750000000.0,742300000.0,740500000.0,739300000.0,742000000.0,742500000.0,743000000.0,747900000.0,747200000.0,,747200000.0,747200000.0,,
19,19,Gross Margin,0.1765,0.1856,0.1718,0.2103,0.2201,0.1468,0.1467,0.1381,0.0891,0.1576,0.1456,0.1289,0.1447,0.1666,,0.1724,0.1759,,
20,20,EBIT Margin,0.1295,0.1226,0.1291,0.1694,0.1696,0.0975,0.0742,-0.0004,0.0063,0.0784,-0.2027,0.0366,0.0406,0.0424,,0.0869,0.0878,,
21,21,EBT margin,0.1385,0.1346,0.1475,0.1515,0.1769,0.1113,0.1696,0.0043,-0.0219,0.0405,-0.2152,0.0406,0.0195,0.0271,,0.0787,0.0828,,
22,22,Net Profit Margin,0.106,0.1023,0.1202,0.1129,0.1362,0.083,0.1154,-0.0026,-0.0269,0.0245,-0.2277,0.0309,0.0068,0.0507,,0.0802,0.1042,,
23,23,EBITDA,2712000000.0,2869000000.0,2462000000.0,3232000000.0,3133000000.0,1901000000.0,1520000000.0,720000000.0,753000000.0,1490000000.0,-1355000000.0,1133000000.0,1190000000.0,1208000000.0,,1830000000.0,1123000000.0,,
24,24,EBIT,2028000000.0,1872000000.0,1854000000.0,2513000000.0,2355000000.0,1159000000.0,794000000.0,-4000000.0,53000000.0,766000000.0,-2068000000.0,394000000.0,447000000.0,465000000.0,,1098000000.0,1123000000.0,,
25,25,Income from Continuous Operations,1681000000.0,1552000000.0,1761000000.0,1706000000.0,1932000000.0,1006000000.0,1254000000.0,-1000000.0,-217000000.0,258000000.0,-2310000000.0,347000000.0,90000000.0,156000000.0,,714000000.0,810000000.0,,
26,26,Income from Discontinued Operations,,,,,,,,,,,,,,445000000.0,,335000000.0,554000000.0,,
27,27,Consolidated Net Income/Loss,1681000000.0,1544000000.0,1752000000.0,1698000000.0,1922000000.0,1001000000.0,1254000000.0,-1000000.0,-217000000.0,258000000.0,-2310000000.0,347000000.0,90000000.0,601000000.0,,1049000000.0,1364000000.0,,
28,28,"EPS (Basic, from Continuous Ops)",2.3164,2.1127,2.2115,2.2915,2.5863,1.3507,1.5863,-0.0014,-0.2935,0.3486,-3.13,0.45,0.1,0.16,,0.91,1.05,,
29,29,"EPS (Diluted, from Cont. Ops)",2.298,2.0979,2.1976,2.2747,2.5661,1.3417,1.5872,-0.0014,-0.2935,0.3477,-3.13,0.45,0.1,0.16,,0.91,1.05,,
30,30,"EPS (Diluted, from Disc. Ops)",,,,,,,,,,,,,,0.58,,0.45,0.73,,
31,31,"EPS (Basic, from Discontinued Ops)",,,,,,,,,,,,,,0.58,,0.45,0.73,,
32,32,"EPS (Basic, Consolidated)",2.3164,2.1127,2.385,2.2915,2.5863,1.3507,1.6938,-0.0014,-0.2935,0.3486,-3.1077,0.469,0.1212,0.8043,,1.4039,1.8255,,
33,33,"EPS (Diluted, Consolidated)",2.298,2.0979,2.369,2.2747,2.5661,1.3417,1.6904,-0.0014,-0.2935,0.3477,-3.1048,0.467,0.1203,0.8043,,1.4039,1.8255,,
34,34,"Shares (Diluted, Average)",731500000.0,739800000.0,743300000.0,750000000.0,752900000.0,749800000.0,745000000.0,740500000.0,739300000.0,742000000.0,740200000.0,743000000.0,747900000.0,747200000.0,,,,,
35,35,EBITDA Margin,0.1731,0.188,0.1714,0.2178,0.2256,0.16,0.142,0.0741,0.0901,0.1525,-0.1328,0.1053,0.108,0.1101,,0.1448,0.0878,,
36,36,Operating Cash Flow Margin,0.1184,0.105,0.1793,0.1834,0.1443,-0.0245,0.1523,0.1819,0.1903,0.1268,0.1911,0.1602,0.0794,0.1259,0.0,0.0579,0.1402,0.0,0.0
