,Unnamed: 0,Unnamed: 0.1,2022-06-30 00:00:00,2022-03-31 00:00:00,2021-12-31 00:00:00,2021-09-30 00:00:00,2021-06-30 00:00:00,2021-03-31 00:00:00,2020-12-31 00:00:00,2020-09-30 00:00:00,2020-06-30 00:00:00,2020-03-31 00:00:00,2019-12-31 00:00:00,2019-09-30 00:00:00,2019-06-30 00:00:00,2019-03-31 00:00:00,2018-12-31 00:00:00,2018-09-30 00:00:00,2018-06-30 00:00:00,2018-03-31 00:00:00,2017-12-31 00:00:00,2017-09-30 00:00:00,2017-06-30 00:00:00,2017-03-31 00:00:00,2016-12-31 00:00:00,2016-09-30 00:00:00,2016-06-30 00:00:00,2016-03-31 00:00:00,2015-12-31 00:00:00,2015-09-30 00:00:00,2015-06-30 00:00:00,2015-03-31 00:00:00,2014-12-31 00:00:00,2014-09-30 00:00:00,2014-06-30 00:00:00,2014-03-31 00:00:00,2013-12-31 00:00:00,2013-09-30 00:00:00,2013-06-30 00:00:00,2013-03-31 00:00:00,2012-12-31 00:00:00,2012-09-30 00:00:00
0,0,Revenue,11325000000.0,10498000000.0,9466000000.0,10061000000.0,10155000000.0,9044000000.0,8611000000.0,8652000000.0,7150000000.0,8601000000.0,9068000000.0,9507000000.0,9997000000.0,8694000000.0,8478000000.0,8775000000.0,9421000000.0,7626000000.0,8314000000.0,9078000000.0,9702000000.0,9118000000.0,9409000000.0,10633000000.0,11539000000.0,10282000000.0,10000000000.0,11427000000.0,12156000000.0,10711000000.0,10872000000.0,11976000000.0,12574000000.0,10576000000.0,11040000000.0,12030000000.0,12749000000.0,11035000000.0,11455000000.0,12340000000.0
1,1,Revenue Growth,0.1152,0.1608,0.0993,0.1629,0.4203,0.0515,-0.0504,-0.0899,-0.2848,-0.0107,0.0696,0.0834,0.0611,0.14,0.0197,-0.0334,-0.029,-0.1636,-0.1164,-0.1462,-0.1592,-0.1132,-0.0591,-0.0695,-0.0508,-0.0401,-0.0802,-0.0458,-0.0332,0.0128,-0.0152,-0.0045,-0.0137,-0.0416,-0.0362,-0.0251,-0.0257,-0.0092,0.0376,0.0075
2,2,Cost of Revenue,4830000000.0,4265000000.0,4087000000.0,3929000000.0,3914000000.0,3578000000.0,3578000000.0,3471000000.0,3013000000.0,3371000000.0,3566000000.0,3767000000.0,3921000000.0,3365000000.0,3440000000.0,3346000000.0,3543000000.0,2738000000.0,3155000000.0,3394000000.0,3659000000.0,3513000000.0,3794000000.0,4131000000.0,4471000000.0,4069000000.0,4054000000.0,4577000000.0,4748000000.0,4103000000.0,4357000000.0,4630000000.0,4819000000.0,4083000000.0,4315000000.0,4793000000.0,4989000000.0,4324000000.0,4628000000.0,4853000000.0
3,3,Gross Profit,6495000000.0,6233000000.0,5379000000.0,6132000000.0,6241000000.0,5466000000.0,5033000000.0,5181000000.0,4137000000.0,5230000000.0,5502000000.0,5740000000.0,6076000000.0,5329000000.0,5038000000.0,5429000000.0,5878000000.0,4888000000.0,5159000000.0,5684000000.0,6043000000.0,5605000000.0,5615000000.0,6502000000.0,7068000000.0,6213000000.0,5946000000.0,6850000000.0,7408000000.0,6608000000.0,6515000000.0,7346000000.0,7755000000.0,6493000000.0,6725000000.0,7237000000.0,7760000000.0,6711000000.0,6827000000.0,7487000000.0
4,4,SG&A Expenses,3203000000.0,2967000000.0,3336000000.0,3120000000.0,3029000000.0,2677000000.0,2589000000.0,2511000000.0,1983000000.0,2648000000.0,3224000000.0,3116000000.0,2996000000.0,2767000000.0,2914000000.0,2660000000.0,2887000000.0,2541000000.0,3057000000.0,3245000000.0,3180000000.0,3352000000.0,3688000000.0,4009000000.0,3912000000.0,3761000000.0,3937000000.0,4207000000.0,4204000000.0,4079000000.0,4338000000.0,4507000000.0,4384000000.0,3989000000.0,4319000000.0,4424000000.0,4385000000.0,4182000000.0,4430000000.0,4630000000.0
5,5,Operating Income,2341000000.0,3405000000.0,1672000000.0,2898000000.0,3016000000.0,2722000000.0,2338000000.0,2298000000.0,1981000000.0,2380000000.0,2164000000.0,2499000000.0,2988000000.0,2435000000.0,1961000000.0,2614000000.0,2766000000.0,1811000000.0,1510000000.0,2245000000.0,2037000000.0,1963000000.0,1386000000.0,2271000000.0,2859000000.0,2141000000.0,1518000000.0,2379000000.0,2535000000.0,2296000000.0,1451000000.0,2711000000.0,3170000000.0,2376000000.0,2105000000.0,2472000000.0,3243000000.0,2408000000.0,2183000000.0,2793000000.0
6,6,Interest Expense (Operating),,179000000.0,162000000.0,208000000.0,95000000.0,192000000.0,287000000.0,639000000.0,259000000.0,189000000.0,210000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,Non-operating Interest Expenses,198000000.0,78000000.0,71000000.0,68000000.0,71000000.0,66000000.0,310000000.0,660000000.0,274000000.0,193000000.0,235000000.0,230000000.0,236000000.0,245000000.0,259000000.0,214000000.0,247000000.0,230000000.0,222000000.0,208000000.0,231000000.0,192000000.0,248000000.0,182000000.0,162000000.0,141000000.0,143000000.0,138000000.0,128000000.0,447000000.0,139000000.0,113000000.0,107000000.0,124000000.0,149000000.0,90000000.0,122000000.0,102000000.0,95000000.0,102000000.0
8,8,Non-operating Income/Expense,-57000000.0,-300000000.0,874000000.0,593000000.0,1478000000.0,476000000.0,23000000.0,-117000000.0,216000000.0,630000000.0,256000000.0,593000000.0,61000000.0,-210000000.0,-884000000.0,-241000000.0,176000000.0,22000000.0,-425000000.0,-571000000.0,587000000.0,-456000000.0,-871000000.0,-843000000.0,1440000000.0,-247000000.0,20000000.0,-654000000.0,1826000000.0,-315000000.0,-375000000.0,-51000000.0,214000000.0,-171000000.0,123000000.0,908000000.0,282000000.0,-64000000.0,194000000.0,291000000.0
9,9,EBT,2284000000.0,3458000000.0,2960000000.0,3084000000.0,3618000000.0,2763000000.0,2361000000.0,2181000000.0,2197000000.0,3010000000.0,2420000000.0,3092000000.0,3049000000.0,2225000000.0,1077000000.0,2373000000.0,2942000000.0,1833000000.0,1085000000.0,1674000000.0,2624000000.0,1507000000.0,515000000.0,1428000000.0,4299000000.0,1894000000.0,1538000000.0,1725000000.0,4361000000.0,1981000000.0,1076000000.0,2660000000.0,3384000000.0,2205000000.0,2228000000.0,3380000000.0,3525000000.0,2344000000.0,2377000000.0,3084000000.0
