,Unnamed: 0,Unnamed: 0.1,2022-04-30 00:00:00,2022-01-31 00:00:00,2021-10-31 00:00:00,2021-07-31 00:00:00,2021-04-30 00:00:00,2021-01-31 00:00:00,2020-10-31 00:00:00,2020-07-31 00:00:00,2020-04-30 00:00:00,2020-01-31 00:00:00,2019-10-31 00:00:00,2019-07-31 00:00:00,2019-04-30 00:00:00,2019-01-31 00:00:00,2018-10-31 00:00:00,2018-07-31 00:00:00,2018-04-30 00:00:00,2018-01-31 00:00:00,2017-10-31 00:00:00,2017-07-31 00:00:00,2017-04-30 00:00:00,2017-01-31 00:00:00,2016-10-31 00:00:00,2016-07-31 00:00:00,2016-04-30 00:00:00,2016-01-31 00:00:00,2015-10-31 00:00:00,2015-07-31 00:00:00,2015-04-30 00:00:00,2015-01-31 00:00:00,2014-10-31 00:00:00,2014-07-31 00:00:00,2014-04-30 00:00:00,2014-01-31 00:00:00,2013-10-31 00:00:00,2013-07-31 00:00:00,2013-04-30 00:00:00,2013-01-31 00:00:00,2012-10-31 00:00:00
0,0,Net Income,3044000000.0,2973000000.0,2980000000.0,3009000000.0,2863000000.0,2545000000.0,2174000000.0,2636000000.0,2774000000.0,2878000000.0,2926000000.0,2206000000.0,3044000000.0,2822000000.0,3549000000.0,3803000000.0,2691000000.0,-8778000000.0,2394000000.0,2424000000.0,2515000000.0,2348000000.0,2322000000.0,2813000000.0,2349000000.0,3147000000.0,2430000000.0,2319000000.0,2437000000.0,2397000000.0,1828000000.0,2247000000.0,2181000000.0,1429000000.0,1996000000.0,2270000000.0,2478000000.0,3143000000.0,2092000000.0
1,1,Depreciation & Amortization,478000000.0,516000000.0,533000000.0,489000000.0,486000000.0,436000000.0,451000000.0,444000000.0,446000000.0,457000000.0,461000000.0,464000000.0,481000000.0,487000000.0,465000000.0,516000000.0,564000000.0,546000000.0,566000000.0,578000000.0,560000000.0,549000000.0,599000000.0,604000000.0,541000000.0,498000000.0,507000000.0,643000000.0,570000000.0,630000000.0,599000000.0,628000000.0,608000000.0,612000000.0,591000000.0,609000000.0,619000000.0,617000000.0,615000000.0
2,2,Non Cash Items (Other),342000000.0,332000000.0,145000000.0,-26000000.0,356000000.0,415000000.0,272000000.0,338000000.0,357000000.0,273000000.0,518000000.0,398000000.0,350000000.0,142000000.0,346000000.0,86000000.0,345000000.0,1092000000.0,497000000.0,345000000.0,370000000.0,194000000.0,486000000.0,-112000000.0,252000000.0,170000000.0,499000000.0,-66000000.0,372000000.0,253000000.0,606000000.0,-232000000.0,114000000.0,151000000.0,299000000.0,86000000.0,139000000.0,274000000.0,445000000.0
3,3,Accounts Receivable Change,174000000.0,-735000000.0,427000000.0,-1357000000.0,5000000.0,-281000000.0,1526000000.0,-881000000.0,-310000000.0,569000000.0,515000000.0,-1644000000.0,-53000000.0,721000000.0,892000000.0,-1333000000.0,-172000000.0,279000000.0,957000000.0,-497000000.0,-143000000.0,347000000.0,1049000000.0,-1816000000.0,424000000.0,357000000.0,631000000.0,-510000000.0,-404000000.0,-222000000.0,723000000.0,-724000000.0,-70000000.0,773000000.0,361000000.0,-562000000.0,-539000000.0,-515000000.0,615000000.0
4,4,Change in inventories,-177000000.0,-231000000.0,-275000000.0,16000000.0,-115000000.0,-124000000.0,-21000000.0,-59000000.0,118000000.0,-9000000.0,34000000.0,132000000.0,202000000.0,-169000000.0,-34000000.0,45000000.0,-13000000.0,-196000000.0,-80000000.0,-245000000.0,-98000000.0,-95000000.0,44000000.0,126000000.0,36000000.0,23000000.0,130000000.0,119000000.0,105000000.0,-233000000.0,-107000000.0,-59000000.0,27000000.0,-99000000.0,22000000.0,-20000000.0,44000000.0,152000000.0,42000000.0
5,5,Accounts Payable Change,196000000.0,-157000000.0,-93000000.0,-77000000.0,382000000.0,-431000000.0,73000000.0,-183000000.0,450000000.0,-81000000.0,-45000000.0,35000000.0,348000000.0,-143000000.0,-153000000.0,356000000.0,486000000.0,-103000000.0,-235000000.0,162000000.0,247000000.0,-35000000.0,-63000000.0,49000000.0,33000000.0,-151000000.0,4000000.0,-14000000.0,133000000.0,-27000000.0,-5000000.0,-21000000.0,159000000.0,-132000000.0,-29000000.0,73000000.0,108000000.0,2000000.0,-19000000.0
6,6,Change in payables and accrued liability,-293000000.0,148000000.0,-585000000.0,498000000.0,20000000.0,290000000.0,-165000000.0,142000000.0,301000000.0,-48000000.0,-473000000.0,345000000.0,271000000.0,9000000.0,-348000000.0,47000000.0,242000000.0,26000000.0,-215000000.0,44000000.0,263000000.0,-84000000.0,-333000000.0,217000000.0,30000000.0,86000000.0,-434000000.0,331000000.0,66000000.0,105000000.0,-495000000.0,369000000.0,393000000.0,-344000000.0,-460000000.0,182000000.0,113000000.0,198000000.0,-359000000.0
7,7,Income tax paid,146000000.0,-893000000.0,17000000.0,279000000.0,8000000.0,-752000000.0,-84000000.0,378000000.0,307000000.0,-677000000.0,-330000000.0,1071000000.0,71000000.0,-393000000.0,-437000000.0,-677000000.0,-1451000000.0,10665000000.0,-419000000.0,172000000.0,145000000.0,183000000.0,-440000000.0,423000000.0,41000000.0,-449000000.0,-315000000.0,564000000.0,17000000.0,-130000000.0,-398000000.0,547000000.0,88000000.0,-55000000.0,-389000000.0,403000000.0,802000000.0,-1072000000.0,-372000000.0
8,8,Change in other assets and liabilities,-249000000.0,508000000.0,278000000.0,1673000000.0,-125000000.0,876000000.0,-130000000.0,987000000.0,-206000000.0,438000000.0,-19000000.0,935000000.0,-385000000.0,321000000.0,-517000000.0,1257000000.0,-276000000.0,539000000.0,-385000000.0,1018000000.0,-486000000.0,365000000.0,-934000000.0,1514000000.0,-642000000.0,241000000.0,-686000000.0,752000000.0,-256000000.0,110000000.0,-260000000.0,857000000.0,-302000000.0,538000000.0,258000000.0,945000000.0,-670000000.0,550000000.0,-594000000.0
9,9,Operating Cash Flow,3661000000.0,2461000000.0,3427000000.0,4504000000.0,3880000000.0,2974000000.0,4096000000.0,3802000000.0,4237000000.0,3800000000.0,3587000000.0,3942000000.0,4329000000.0,3797000000.0,3763000000.0,4100000000.0,2416000000.0,4070000000.0,3080000000.0,4001000000.0,3373000000.0,3772000000.0,2730000000.0,3818000000.0,3064000000.0,3922000000.0,2766000000.0,4138000000.0,3040000000.0,2883000000.0,2491000000.0,3612000000.0,3198000000.0,2873000000.0,2649000000.0,3986000000.0,3094000000.0,3349000000.0,2465000000.0
